iform	iclass	record_count	category	extension	isa_set	cpl	mode_16	mode_32	mode_64	vendor_scope	source_revision	source_reference
VCVT2PH2BF8_ZMMbf8_MASKmskw_ZMMf16_MEMf16_AVX512	VCVT2PH2BF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PH2BF8_ZMMbf8_MASKmskw_ZMMf16_ZMMf16_AVX512	VCVT2PH2BF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PH2HF8S_XMMhf8_MASKmskw_XMMf16_MEMf16_AVX512	VCVT2PH2HF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PH2HF8S_XMMhf8_MASKmskw_XMMf16_XMMf16_AVX512	VCVT2PH2HF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PH2HF8S_YMMhf8_MASKmskw_YMMf16_MEMf16_AVX512	VCVT2PH2HF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PH2HF8S_YMMhf8_MASKmskw_YMMf16_YMMf16_AVX512	VCVT2PH2HF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PH2HF8S_ZMMhf8_MASKmskw_ZMMf16_MEMf16_AVX512	VCVT2PH2HF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PH2HF8S_ZMMhf8_MASKmskw_ZMMf16_ZMMf16_AVX512	VCVT2PH2HF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PH2HF8_XMMhf8_MASKmskw_XMMf16_MEMf16_AVX512	VCVT2PH2HF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PH2HF8_XMMhf8_MASKmskw_XMMf16_XMMf16_AVX512	VCVT2PH2HF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PH2HF8_YMMhf8_MASKmskw_YMMf16_MEMf16_AVX512	VCVT2PH2HF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PH2HF8_YMMhf8_MASKmskw_YMMf16_YMMf16_AVX512	VCVT2PH2HF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PH2HF8_ZMMhf8_MASKmskw_ZMMf16_MEMf16_AVX512	VCVT2PH2HF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PH2HF8_ZMMhf8_MASKmskw_ZMMf16_ZMMf16_AVX512	VCVT2PH2HF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PS2PHX_XMMf16_MASKmskw_XMMf32_MEMf32_AVX512	VCVT2PS2PHX	1	CONVERT	AVX512EVEX	AVX512_FP16_CONVERT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PS2PHX_XMMf16_MASKmskw_XMMf32_XMMf32_AVX512	VCVT2PS2PHX	1	CONVERT	AVX512EVEX	AVX512_FP16_CONVERT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PS2PHX_YMMf16_MASKmskw_YMMf32_MEMf32_AVX512	VCVT2PS2PHX	1	CONVERT	AVX512EVEX	AVX512_FP16_CONVERT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PS2PHX_YMMf16_MASKmskw_YMMf32_YMMf32_AVX512	VCVT2PS2PHX	1	CONVERT	AVX512EVEX	AVX512_FP16_CONVERT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PS2PHX_ZMMf16_MASKmskw_ZMMf32_MEMf32_AVX512	VCVT2PS2PHX	1	CONVERT	AVX512EVEX	AVX512_FP16_CONVERT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVT2PS2PHX_ZMMf16_MASKmskw_ZMMf32_ZMMf32_AVX512	VCVT2PS2PHX	2	CONVERT	AVX512EVEX	AVX512_FP16_CONVERT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF162IBS_XMMi8_MASKmskw_MEMbf16_AVX512	VCVTBF162IBS	1	CONVERT	AVX512EVEX	AVX512_SAT_CVT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF162IBS_XMMi8_MASKmskw_XMMbf16_AVX512	VCVTBF162IBS	1	CONVERT	AVX512EVEX	AVX512_SAT_CVT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF162IBS_YMMi8_MASKmskw_MEMbf16_AVX512	VCVTBF162IBS	1	CONVERT	AVX512EVEX	AVX512_SAT_CVT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF162IBS_YMMi8_MASKmskw_YMMbf16_AVX512	VCVTBF162IBS	1	CONVERT	AVX512EVEX	AVX512_SAT_CVT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF162IBS_ZMMi8_MASKmskw_MEMbf16_AVX512	VCVTBF162IBS	1	CONVERT	AVX512EVEX	AVX512_SAT_CVT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF162IBS_ZMMi8_MASKmskw_ZMMbf16_AVX512	VCVTBF162IBS	1	CONVERT	AVX512EVEX	AVX512_SAT_CVT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF162IUBS_XMMu8_MASKmskw_MEMbf16_AVX512	VCVTBF162IUBS	1	CONVERT	AVX512EVEX	AVX512_SAT_CVT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF162IUBS_XMMu8_MASKmskw_XMMbf16_AVX512	VCVTBF162IUBS	1	CONVERT	AVX512EVEX	AVX512_SAT_CVT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF162IUBS_YMMu8_MASKmskw_MEMbf16_AVX512	VCVTBF162IUBS	1	CONVERT	AVX512EVEX	AVX512_SAT_CVT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF162IUBS_YMMu8_MASKmskw_YMMbf16_AVX512	VCVTBF162IUBS	1	CONVERT	AVX512EVEX	AVX512_SAT_CVT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF162IUBS_ZMMu8_MASKmskw_MEMbf16_AVX512	VCVTBF162IUBS	1	CONVERT	AVX512EVEX	AVX512_SAT_CVT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF162IUBS_ZMMu8_MASKmskw_ZMMbf16_AVX512	VCVTBF162IUBS	1	CONVERT	AVX512EVEX	AVX512_SAT_CVT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF42HF8_XMMhf8_MASKmskw_MEMbf4_AVX512	VCVTBF42HF8	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF42HF8_XMMhf8_MASKmskw_XMMbf4_AVX512	VCVTBF42HF8	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF42HF8_YMMhf8_MASKmskw_MEMbf4_AVX512	VCVTBF42HF8	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF42HF8_YMMhf8_MASKmskw_XMMbf4_AVX512	VCVTBF42HF8	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF42HF8_ZMMhf8_MASKmskw_MEMbf4_AVX512	VCVTBF42HF8	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF42HF8_ZMMhf8_MASKmskw_YMMbf4_AVX512	VCVTBF42HF8	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF62HF8_XMMhf8_MASKmskw_XMMbf6_AVX512	VCVTBF62HF8	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF62HF8_YMMhf8_MASKmskw_YMMbf6_AVX512	VCVTBF62HF8	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF62HF8_ZMMhf8_MASKmskw_ZMMbf6_AVX512	VCVTBF62HF8	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF82BF4S_MEMbf4_XMMbf8_AVX512	VCVTBF82BF4S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF82BF4S_MEMbf4_YMMbf8_AVX512	VCVTBF82BF4S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF82BF4S_MEMbf4_ZMMbf8_AVX512	VCVTBF82BF4S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF82BF4S_XMMbf4_XMMbf8_AVX512	VCVTBF82BF4S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF82BF4S_XMMbf4_YMMbf8_AVX512	VCVTBF82BF4S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF82BF4S_YMMbf4_ZMMbf8_AVX512	VCVTBF82BF4S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF82BF6S_XMMbf6_XMMbf8_AVX512	VCVTBF82BF6S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF82BF6S_YMMbf6_YMMbf8_AVX512	VCVTBF82BF6S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF82BF6S_ZMMbf6_ZMMbf8_AVX512	VCVTBF82BF6S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF82PS_XMMf32_MASKmskw_MEMbf8_AVX512	VCVTBF82PS	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF82PS_XMMf32_MASKmskw_XMMbf8_AVX512	VCVTBF82PS	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF82PS_YMMf32_MASKmskw_MEMbf8_AVX512	VCVTBF82PS	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF82PS_YMMf32_MASKmskw_XMMbf8_AVX512	VCVTBF82PS	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF82PS_ZMMf32_MASKmskw_MEMbf8_AVX512	VCVTBF82PS	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBF82PS_ZMMf32_MASKmskw_XMMbf8_AVX512	VCVTBF82PS	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2BF8S_XMMbf8_MASKmskw_XMM2i8_MEMf16_AVX512_VL128	VCVTBIASPH2BF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2BF8S_XMMbf8_MASKmskw_XMM2i8_XMMf16_AVX512	VCVTBIASPH2BF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2BF8S_XMMbf8_MASKmskw_YMM2i8_MEMf16_AVX512_VL256	VCVTBIASPH2BF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2BF8S_XMMbf8_MASKmskw_YMM2i8_YMMf16_AVX512	VCVTBIASPH2BF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2BF8S_YMMbf8_MASKmskw_ZMM2i8_MEMf16_AVX512_VL512	VCVTBIASPH2BF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2BF8S_YMMbf8_MASKmskw_ZMM2i8_ZMMf16_AVX512	VCVTBIASPH2BF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2BF8_XMMbf8_MASKmskw_XMM2i8_MEMf16_AVX512_VL128	VCVTBIASPH2BF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2BF8_XMMbf8_MASKmskw_XMM2i8_XMMf16_AVX512	VCVTBIASPH2BF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2BF8_XMMbf8_MASKmskw_YMM2i8_MEMf16_AVX512_VL256	VCVTBIASPH2BF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2BF8_XMMbf8_MASKmskw_YMM2i8_YMMf16_AVX512	VCVTBIASPH2BF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2BF8_YMMbf8_MASKmskw_ZMM2i8_MEMf16_AVX512_VL512	VCVTBIASPH2BF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2BF8_YMMbf8_MASKmskw_ZMM2i8_ZMMf16_AVX512	VCVTBIASPH2BF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2HF8S_XMMhf8_MASKmskw_XMM2i8_MEMf16_AVX512_VL128	VCVTBIASPH2HF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2HF8S_XMMhf8_MASKmskw_XMM2i8_XMMf16_AVX512	VCVTBIASPH2HF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2HF8S_XMMhf8_MASKmskw_YMM2i8_MEMf16_AVX512_VL256	VCVTBIASPH2HF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2HF8S_XMMhf8_MASKmskw_YMM2i8_YMMf16_AVX512	VCVTBIASPH2HF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2HF8S_YMMhf8_MASKmskw_ZMM2i8_MEMf16_AVX512_VL512	VCVTBIASPH2HF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2HF8S_YMMhf8_MASKmskw_ZMM2i8_ZMMf16_AVX512	VCVTBIASPH2HF8S	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2HF8_XMMhf8_MASKmskw_XMM2i8_MEMf16_AVX512_VL128	VCVTBIASPH2HF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2HF8_XMMhf8_MASKmskw_XMM2i8_XMMf16_AVX512	VCVTBIASPH2HF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2HF8_XMMhf8_MASKmskw_YMM2i8_MEMf16_AVX512_VL256	VCVTBIASPH2HF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2HF8_XMMhf8_MASKmskw_YMM2i8_YMMf16_AVX512	VCVTBIASPH2HF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2HF8_YMMhf8_MASKmskw_ZMM2i8_MEMf16_AVX512_VL512	VCVTBIASPH2HF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPH2HF8_YMMhf8_MASKmskw_ZMM2i8_ZMMf16_AVX512	VCVTBIASPH2HF8	1	CONVERT	AVX512EVEX	AVX512_FP8_CONVERT_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPS2BF8S_XMMbf8_MASKmskw_XMMf32_MEMf32_AVX512	VCVTBIASPS2BF8S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPS2BF8S_XMMbf8_MASKmskw_XMMf32_XMMf32_AVX512	VCVTBIASPS2BF8S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPS2BF8S_XMMbf8_MASKmskw_YMMf32_MEMf32_AVX512	VCVTBIASPS2BF8S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPS2BF8S_XMMbf8_MASKmskw_YMMf32_YMMf32_AVX512	VCVTBIASPS2BF8S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPS2BF8S_XMMbf8_MASKmskw_ZMMf32_MEMf32_AVX512	VCVTBIASPS2BF8S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPS2BF8S_XMMbf8_MASKmskw_ZMMf32_ZMMf32_AVX512	VCVTBIASPS2BF8S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPS2BF8_XMMbf8_MASKmskw_XMMf32_MEMf32_AVX512	VCVTBIASPS2BF8	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPS2BF8_XMMbf8_MASKmskw_XMMf32_XMMf32_AVX512	VCVTBIASPS2BF8	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPS2BF8_XMMbf8_MASKmskw_YMMf32_MEMf32_AVX512	VCVTBIASPS2BF8	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPS2BF8_XMMbf8_MASKmskw_YMMf32_YMMf32_AVX512	VCVTBIASPS2BF8	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPS2BF8_XMMbf8_MASKmskw_ZMMf32_MEMf32_AVX512	VCVTBIASPS2BF8	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPS2BF8_XMMbf8_MASKmskw_ZMMf32_ZMMf32_AVX512	VCVTBIASPS2BF8	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_512	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPS2HF8S_XMMhf8_MASKmskw_XMMf32_MEMf32_AVX512	VCVTBIASPS2HF8S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPS2HF8S_XMMhf8_MASKmskw_XMMf32_XMMf32_AVX512	VCVTBIASPS2HF8S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_128	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPS2HF8S_XMMhf8_MASKmskw_YMMf32_MEMf32_AVX512	VCVTBIASPS2HF8S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
VCVTBIASPS2HF8S_XMMhf8_MASKmskw_YMMf32_YMMf32_AVX512	VCVTBIASPS2HF8S	1	CONVERT	AVX512EVEX	AVX10_V2_AUX_256	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
