iform	iclass	record_count	category	extension	isa_set	cpl	mode_16	mode_32	mode_64	vendor_scope	source_revision	source_reference
AAA	AAA	1	DECIMAL	BASE	I86	3	true	true	false	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
AADD_MEM32_GPR32	AADD	1	LEGACY	RAO	RAO_INT	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
AADD_MEM64_GPR64	AADD	1	LEGACY	RAO	RAO_INT	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
AADD_MEMi32_GPR32i32_APX	AADD	1	APX	RAO	APX_F_RAO_INT	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
AADD_MEMi64_GPR64i64_APX	AADD	1	APX	RAO	APX_F_RAO_INT	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
AAD_IMMb	AAD	1	DECIMAL	BASE	I86	3	true	true	false	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
AAM_IMMb	AAM	1	DECIMAL	BASE	I86	3	true	true	false	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
AAND_MEM32_GPR32	AAND	1	LEGACY	RAO	RAO_INT	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
AAND_MEM64_GPR64	AAND	1	LEGACY	RAO	RAO_INT	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
AAND_MEMi32_GPR32i32_APX	AAND	1	APX	RAO	APX_F_RAO_INT	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
AAND_MEMi64_GPR64i64_APX	AAND	1	APX	RAO	APX_F_RAO_INT	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
AAS	AAS	1	DECIMAL	BASE	I86	3	true	true	false	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADCX_GPR32d_GPR32d	ADCX	1	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADCX_GPR32d_MEMd	ADCX	1	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADCX_GPR32i32_GPR32i32_APX	ADCX	1	APX	ADOX_ADCX	APX_F_ADX	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADCX_GPR32i32_GPR32i32_GPR32i32_APX_N3	ADCX	1	APX	ADOX_ADCX	APX_F_ADX_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADCX_GPR32i32_GPR32i32_MEMi32_APX_N3	ADCX	1	APX	ADOX_ADCX	APX_F_ADX_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADCX_GPR32i32_MEMi32_APX	ADCX	1	APX	ADOX_ADCX	APX_F_ADX	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADCX_GPR64i64_GPR64i64_APX	ADCX	1	APX	ADOX_ADCX	APX_F_ADX	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADCX_GPR64i64_GPR64i64_GPR64i64_APX_N3	ADCX	1	APX	ADOX_ADCX	APX_F_ADX_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADCX_GPR64i64_GPR64i64_MEMi64_APX_N3	ADCX	1	APX	ADOX_ADCX	APX_F_ADX_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADCX_GPR64i64_MEMi64_APX	ADCX	1	APX	ADOX_ADCX	APX_F_ADX	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADCX_GPR64q_GPR64q	ADCX	1	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADCX_GPR64q_MEMq	ADCX	1	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_AL_IMMb	ADC	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPR8_GPR8_10	ADC	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPR8_GPR8_12	ADC	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPR8_IMMb_80r2	ADC	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPR8_IMMb_82r2	ADC	1	BINARY	BASE	I86	3	true	true	false	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPR8_MEMb	ADC	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPR8i8_GPR8i8_APX	ADC	2	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPR8i8_GPR8i8_GPR8i8_APX_N3	ADC	2	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPR8i8_GPR8i8_IMM8_APX_N3	ADC	1	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPR8i8_GPR8i8_MEMi8_APX_N3	ADC	1	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPR8i8_IMM8_APX	ADC	1	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPR8i8_MEMi8_APX	ADC	1	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPR8i8_MEMi8_GPR8i8_APX_N3	ADC	1	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPR8i8_MEMi8_IMM8_APX_N3	ADC	1	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPRv_GPRv_11	ADC	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPRv_GPRv_13	ADC	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPRv_GPRv_APX	ADC	4	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPRv_GPRv_GPRv_APX_N3	ADC	4	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPRv_GPRv_IMM8_APX_N3	ADC	2	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPRv_GPRv_IMMz_APX_N3	ADC	2	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPRv_GPRv_MEMv_APX_N3	ADC	2	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPRv_IMM8_APX	ADC	2	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPRv_IMMb	ADC	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPRv_IMMz	ADC	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPRv_IMMz_APX	ADC	2	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPRv_MEMv	ADC	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPRv_MEMv_APX	ADC	2	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPRv_MEMv_GPRv_APX_N3	ADC	2	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPRv_MEMv_IMM8_APX_N3	ADC	2	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_GPRv_MEMv_IMMz_APX_N3	ADC	2	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_LOCK_MEMb_GPR8	ADC_LOCK	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_LOCK_MEMb_IMMb_80r2	ADC_LOCK	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_LOCK_MEMb_IMMb_82r2	ADC_LOCK	1	BINARY	BASE	I86	3	true	true	false	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_LOCK_MEMv_GPRv	ADC_LOCK	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_LOCK_MEMv_IMMb	ADC_LOCK	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_LOCK_MEMv_IMMz	ADC_LOCK	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_MEMb_GPR8	ADC	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_MEMb_IMMb_80r2	ADC	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_MEMb_IMMb_82r2	ADC	1	BINARY	BASE	I86	3	true	true	false	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_MEMi8_GPR8i8_APX	ADC	1	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_MEMi8_IMM8_APX	ADC	1	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_MEMv_GPRv	ADC	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_MEMv_GPRv_APX	ADC	2	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_MEMv_IMM8_APX	ADC	2	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_MEMv_IMMb	ADC	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_MEMv_IMMz	ADC	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_MEMv_IMMz_APX	ADC	2	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADC_OrAX_IMMz	ADC	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADDPD_XMMpd_MEMpd	ADDPD	1	SSE	SSE2	SSE2	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADDPD_XMMpd_XMMpd	ADDPD	1	SSE	SSE2	SSE2	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADDPS_XMMps_MEMps	ADDPS	1	SSE	SSE	SSE	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADDPS_XMMps_XMMps	ADDPS	1	SSE	SSE	SSE	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADDSD_XMMsd_MEMsd	ADDSD	1	SSE	SSE2	SSE2	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADDSD_XMMsd_XMMsd	ADDSD	1	SSE	SSE2	SSE2	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADDSS_XMMss_MEMss	ADDSS	1	SSE	SSE	SSE	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADDSS_XMMss_XMMss	ADDSS	1	SSE	SSE	SSE	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADDSUBPD_XMMpd_MEMpd	ADDSUBPD	1	SSE	SSE3	SSE3	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADDSUBPD_XMMpd_XMMpd	ADDSUBPD	1	SSE	SSE3	SSE3	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADDSUBPS_XMMps_MEMps	ADDSUBPS	1	SSE	SSE3	SSE3	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADDSUBPS_XMMps_XMMps	ADDSUBPS	1	SSE	SSE3	SSE3	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_AL_IMMb	ADD	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPR8_GPR8_00	ADD	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPR8_GPR8_02	ADD	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPR8_IMMb_80r0	ADD	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPR8_IMMb_82r0	ADD	1	BINARY	BASE	I86	3	true	true	false	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPR8_MEMb	ADD	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPR8i8_GPR8i8_APX	ADD	2	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPR8i8_GPR8i8_APX_N3	ADD	2	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPR8i8_GPR8i8_GPR8i8_APX_N3	ADD	4	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPR8i8_GPR8i8_IMM8_APX_N3	ADD	2	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPR8i8_GPR8i8_MEMi8_APX_N3	ADD	2	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPR8i8_IMM8_APX	ADD	1	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPR8i8_IMM8_APX_N3	ADD	1	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPR8i8_MEMi8_APX	ADD	1	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPR8i8_MEMi8_APX_N3	ADD	1	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPR8i8_MEMi8_GPR8i8_APX_N3	ADD	2	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPR8i8_MEMi8_IMM8_APX_N3	ADD	2	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_GPRv_01	ADD	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_GPRv_03	ADD	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_GPRv_APX	ADD	4	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_GPRv_APX_N3	ADD	4	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_GPRv_GPRv_APX_N3	ADD	8	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_GPRv_IMM8_APX_N3	ADD	4	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_GPRv_IMMz_APX_N3	ADD	4	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_GPRv_MEMv_APX_N3	ADD	4	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_IMM8_APX	ADD	2	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_IMM8_APX_N3	ADD	2	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_IMMb	ADD	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_IMMz	ADD	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_IMMz_APX	ADD	2	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_IMMz_APX_N3	ADD	2	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_MEMv	ADD	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_MEMv_APX	ADD	2	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_MEMv_APX_N3	ADD	2	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_MEMv_GPRv_APX_N3	ADD	4	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_MEMv_IMM8_APX_N3	ADD	4	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_GPRv_MEMv_IMMz_APX_N3	ADD	4	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_LOCK_MEMb_GPR8	ADD_LOCK	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_LOCK_MEMb_IMMb_80r0	ADD_LOCK	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_LOCK_MEMb_IMMb_82r0	ADD_LOCK	1	BINARY	BASE	I86	3	true	true	false	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_LOCK_MEMv_GPRv	ADD_LOCK	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_LOCK_MEMv_IMMb	ADD_LOCK	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_LOCK_MEMv_IMMz	ADD_LOCK	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_MEMb_GPR8	ADD	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_MEMb_IMMb_80r0	ADD	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_MEMb_IMMb_82r0	ADD	1	BINARY	BASE	I86	3	true	true	false	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_MEMi8_GPR8i8_APX	ADD	1	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_MEMi8_GPR8i8_APX_N3	ADD	1	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_MEMi8_IMM8_APX	ADD	1	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_MEMi8_IMM8_APX_N3	ADD	1	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_MEMv_GPRv	ADD	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_MEMv_GPRv_APX	ADD	2	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_MEMv_GPRv_APX_N3	ADD	2	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_MEMv_IMM8_APX	ADD	2	BINARY	APXEVEX	APX_F	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_MEMv_IMM8_APX_N3	ADD	2	BINARY	APXEVEX	APX_F_N3	3	false	false	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_MEMv_IMMb	ADD	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
ADD_MEMv_IMMz	ADD	1	BINARY	BASE	I86	3	true	true	true	unspecified	v2026.08.23	intelxed/xed@0bcb6237345c5066726dcc08b3d87928df3b5b26
