iclass	iform	disasm_intel	category	extension	isa_set	cpl	mode_restriction	eosz_list	easz_list	operand_list	explicit_operands	implicit_operands	flags	encoding_space	pattern	attributes	undocumented	vendor
XEND	XEND	XEND	COND_BR	RTM	RTM	3	16 32 64	16 32 64	16 32 64					legacy	0x0F 0x01 MOD[0b11] MOD=3 REG[0b010] RM[0b101] REP=0 OSZ=0		False	shared-or-unspecified
XABORT	XABORT_IMMb	XABORT	UNCOND_BR	RTM	RTM	3	16 32 64	16 32 64	16 32 64	REG0=XED_REG_EAX:rcw:SUPP IMM0:r:b	IMM	EAX		legacy	0xC6 MOD[0b11] MOD=3 REG[0b111] RM[0b000] UIMM8()		False	shared-or-unspecified
XTEST	XTEST	XTEST	LOGICAL	RTM	RTM	3	16 32 64	16 32 64	16 32 64				MUST [ of-0 sf-0 zf-mod af-0 pf-0 cf-0 ]	legacy	0x0F 0x01 MOD[0b11] MOD=3 REG[0b010] RM[0b110] REP=0 OSZ=0		False	shared-or-unspecified
ADCX	ADCX_GPR32d_GPR32d	ADCX	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX	3	16 32 64	16 32 64	16 32 64	REG0=GPR32_R():rw:d REG1=GPR32_B():r:d	GPR32 GPR32		MUST [ cf-tst cf-mod ]	legacy	0x0F 0x38 0xF6 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REP=0 OSZ=1 REXW=0 SKIP_OSZ=1 IMMUNE66()		False	shared-or-unspecified
ADCX	ADCX_GPR32d_MEMd	ADCX	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX	3	16 32 64	16 32 64	16 32 64	REG0=GPR32_R():rw:d MEM0:r:d	GPR32 MEM		MUST [ cf-tst cf-mod ]	legacy	0x0F 0x38 0xF6 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() REP=0 OSZ=1 REXW=0 SKIP_OSZ=1 IMMUNE66()		False	shared-or-unspecified
ADCX	ADCX_GPR64q_GPR64q	ADCX	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX	3	64	64	16 32 64	REG0=GPR64_R():rw:q REG1=GPR64_B():r:q	GPR64 GPR64		MUST [ cf-tst cf-mod ]	legacy	0x0F 0x38 0xF6 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REP=0 OSZ=1 REXW=1 SKIP_OSZ=1 IMMUNE66() MODE=2		False	shared-or-unspecified
ADCX	ADCX_GPR64q_MEMq	ADCX	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX	3	64	64	16 32 64	REG0=GPR64_R():rw:q MEM0:r:q	GPR64 MEM		MUST [ cf-tst cf-mod ]	legacy	0x0F 0x38 0xF6 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() REP=0 OSZ=1 REXW=1 SKIP_OSZ=1 IMMUNE66() MODE=2		False	shared-or-unspecified
ADCX	ADCX_GPR32i32_GPR32i32_APX	ADCX	APX	ADOX_ADCX	APX_F_ADX	3	64			REG0=GPR32_R():rw:d:i32 REG1=GPR32_B():r:d:i32	GPR32 GPR32		MUST [ CF-TST CF-MOD ]	evex	VEXVALID=2 0x66 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 REXW=0 SKIP_OSZ=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
ADCX	ADCX_GPR32i32_MEMi32_APX	ADCX	APX	ADOX_ADCX	APX_F_ADX	3	64			REG0=GPR32_R():rw:d:i32 MEM0:r:d:i32	GPR32 MEM		MUST [ CF-TST CF-MOD ]	evex	VEXVALID=2 0x66 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 REXW=0 SKIP_OSZ=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE	False	shared-or-unspecified
ADCX	ADCX_GPR64i64_GPR64i64_APX	ADCX	APX	ADOX_ADCX	APX_F_ADX	3	64			REG0=GPR64_R():rw:q:i64 REG1=GPR64_B():r:q:i64	GPR64 GPR64		MUST [ CF-TST CF-MOD ]	evex	VEXVALID=2 0x66 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 REXW=1 SKIP_OSZ=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
ADCX	ADCX_GPR64i64_MEMi64_APX	ADCX	APX	ADOX_ADCX	APX_F_ADX	3	64			REG0=GPR64_R():rw:q:i64 MEM0:r:q:i64	GPR64 MEM		MUST [ CF-TST CF-MOD ]	evex	VEXVALID=2 0x66 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 REXW=1 SKIP_OSZ=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE	False	shared-or-unspecified
ADCX	ADCX_GPR32i32_GPR32i32_GPR32i32_APX_N3	ADCX	APX	ADOX_ADCX	APX_F_ADX_N3	3	64			REG0=GPR32_N():w:d:i32 REG1=GPR32_R():r:d:i32 REG2=GPR32_B():r:d:i32	GPR32 GPR32 GPR32		MUST [ CF-TST CF-MOD ]	evex	VEXVALID=2 0x66 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=0 REXW=0 SKIP_OSZ=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
ADCX	ADCX_GPR32i32_GPR32i32_MEMi32_APX_N3	ADCX	APX	ADOX_ADCX	APX_F_ADX_N3	3	64			REG0=GPR32_N():w:d:i32 REG1=GPR32_R():r:d:i32 MEM0:r:d:i32	GPR32 GPR32 MEM		MUST [ CF-TST CF-MOD ]	evex	VEXVALID=2 0x66 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=0 REXW=0 SKIP_OSZ=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE	False	shared-or-unspecified
ADCX	ADCX_GPR64i64_GPR64i64_GPR64i64_APX_N3	ADCX	APX	ADOX_ADCX	APX_F_ADX_N3	3	64			REG0=GPR64_N():w:q:i64 REG1=GPR64_R():r:q:i64 REG2=GPR64_B():r:q:i64	GPR64 GPR64 GPR64		MUST [ CF-TST CF-MOD ]	evex	VEXVALID=2 0x66 VEX_PREFIX=1 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=0 REXW=1 SKIP_OSZ=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
ADCX	ADCX_GPR64i64_GPR64i64_MEMi64_APX_N3	ADCX	APX	ADOX_ADCX	APX_F_ADX_N3	3	64			REG0=GPR64_N():w:q:i64 REG1=GPR64_R():r:q:i64 MEM0:r:q:i64	GPR64 GPR64 MEM		MUST [ CF-TST CF-MOD ]	evex	VEXVALID=2 0x66 VEX_PREFIX=1 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=0 REXW=1 SKIP_OSZ=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE	False	shared-or-unspecified
ADOX	ADOX_GPR32d_GPR32d	ADOX	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX	3	16 32 64	16 32 64	16 32 64	REG0=GPR32_R():rw:d REG1=GPR32_B():r:d	GPR32 GPR32		MUST [ of-tst of-mod ]	legacy	0x0F 0x38 0xF6 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REP=3 REXW=0 SKIP_OSZ=1 IMMUNE66()		False	shared-or-unspecified
ADOX	ADOX_GPR32d_MEMd	ADOX	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX	3	16 32 64	16 32 64	16 32 64	REG0=GPR32_R():rw:d MEM0:r:d	GPR32 MEM		MUST [ of-tst of-mod ]	legacy	0x0F 0x38 0xF6 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() REP=3 REXW=0 SKIP_OSZ=1 IMMUNE66()		False	shared-or-unspecified
ADOX	ADOX_GPR64q_GPR64q	ADOX	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX	3	64	64	16 32 64	REG0=GPR64_R():rw:q REG1=GPR64_B():r:q	GPR64 GPR64		MUST [ of-tst of-mod ]	legacy	0x0F 0x38 0xF6 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REP=3 REXW=1 SKIP_OSZ=1 IMMUNE66() MODE=2		False	shared-or-unspecified
ADOX	ADOX_GPR64q_MEMq	ADOX	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX	3	64	64	16 32 64	REG0=GPR64_R():rw:q MEM0:r:q	GPR64 MEM		MUST [ of-tst of-mod ]	legacy	0x0F 0x38 0xF6 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() REP=3 REXW=1 SKIP_OSZ=1 IMMUNE66() MODE=2		False	shared-or-unspecified
ADOX	ADOX_GPR32i32_GPR32i32_APX	ADOX	APX	ADOX_ADCX	APX_F_ADX	3	64			REG0=GPR32_R():rw:d:i32 REG1=GPR32_B():r:d:i32	GPR32 GPR32		MUST [ OF-TST OF-MOD ]	evex	VEXVALID=2 0x66 VEX_PREFIX=3 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 REXW=0 SKIP_OSZ=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
ADOX	ADOX_GPR32i32_MEMi32_APX	ADOX	APX	ADOX_ADCX	APX_F_ADX	3	64			REG0=GPR32_R():rw:d:i32 MEM0:r:d:i32	GPR32 MEM		MUST [ OF-TST OF-MOD ]	evex	VEXVALID=2 0x66 VEX_PREFIX=3 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 REXW=0 SKIP_OSZ=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE	False	shared-or-unspecified
ADOX	ADOX_GPR64i64_GPR64i64_APX	ADOX	APX	ADOX_ADCX	APX_F_ADX	3	64			REG0=GPR64_R():rw:q:i64 REG1=GPR64_B():r:q:i64	GPR64 GPR64		MUST [ OF-TST OF-MOD ]	evex	VEXVALID=2 0x66 VEX_PREFIX=3 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=0 NF=0 REXW=1 SKIP_OSZ=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()		False	shared-or-unspecified
ADOX	ADOX_GPR64i64_MEMi64_APX	ADOX	APX	ADOX_ADCX	APX_F_ADX	3	64			REG0=GPR64_R():rw:q:i64 MEM0:r:q:i64	GPR64 MEM		MUST [ OF-TST OF-MOD ]	evex	VEXVALID=2 0x66 VEX_PREFIX=3 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=0 NF=0 REXW=1 SKIP_OSZ=1 VL=0 MODE=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ZEROING=0 EVAPX()	DISP8_NO_SCALE	False	shared-or-unspecified
ADOX	ADOX_GPR32i32_GPR32i32_GPR32i32_APX_N3	ADOX	APX	ADOX_ADCX	APX_F_ADX_N3	3	64			REG0=GPR32_N():w:d:i32 REG1=GPR32_R():r:d:i32 REG2=GPR32_B():r:d:i32	GPR32 GPR32 GPR32		MUST [ OF-TST OF-MOD ]	evex	VEXVALID=2 0x66 VEX_PREFIX=3 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=0 REXW=0 SKIP_OSZ=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
ADOX	ADOX_GPR32i32_GPR32i32_MEMi32_APX_N3	ADOX	APX	ADOX_ADCX	APX_F_ADX_N3	3	64			REG0=GPR32_N():w:d:i32 REG1=GPR32_R():r:d:i32 MEM0:r:d:i32	GPR32 GPR32 MEM		MUST [ OF-TST OF-MOD ]	evex	VEXVALID=2 0x66 VEX_PREFIX=3 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=0 REXW=0 SKIP_OSZ=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE	False	shared-or-unspecified
ADOX	ADOX_GPR64i64_GPR64i64_GPR64i64_APX_N3	ADOX	APX	ADOX_ADCX	APX_F_ADX_N3	3	64			REG0=GPR64_N():w:q:i64 REG1=GPR64_R():r:q:i64 REG2=GPR64_B():r:q:i64	GPR64 GPR64 GPR64		MUST [ OF-TST OF-MOD ]	evex	VEXVALID=2 0x66 VEX_PREFIX=3 MAP=4 MOD[0b11] MOD=3 UBIT=1 REG[rrr] RM[nnn] ND=1 NF=0 REXW=1 SKIP_OSZ=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD	False	shared-or-unspecified
ADOX	ADOX_GPR64i64_GPR64i64_MEMi64_APX_N3	ADOX	APX	ADOX_ADCX	APX_F_ADX_N3	3	64			REG0=GPR64_N():w:q:i64 REG1=GPR64_R():r:q:i64 MEM0:r:q:i64	GPR64 GPR64 MEM		MUST [ OF-TST OF-MOD ]	evex	VEXVALID=2 0x66 VEX_PREFIX=3 MAP=4 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() ND=1 NF=0 REXW=1 SKIP_OSZ=1 VL=0 MODE=2 ZEROING=0 EVAPX()	APX_NDD DISP8_NO_SCALE	False	shared-or-unspecified
XSTORE	XSTORE	XSTORE	VIA_PADLOCK	VIA_PADLOCK_RNG	VIA_PADLOCK_RNG	3	16 32 64	16 32 64	16 32 64	MEM0:w:SUPP:b REG0=OrCX():r:SUPP REG1=OrDX():rw:SUPP REG2=OrAX():w:SUPP BASE0=ArDI():rw:SUPP SEG0=FINAL_ESEG():r:SUPP		MEM OrCX OrDX OrAX ArDI FINAL		legacy	0x0F 0xA7 MOD[0b11] REG[0b000] RM[0b000] REP=0		False	shared-or-unspecified
REP_XSTORE	REP_XSTORE	REP_XSTORE	VIA_PADLOCK	VIA_PADLOCK_RNG	VIA_PADLOCK_RNG	3	16 32 64	8	16 32 64	MEM0:w:SUPP:b REG0=OrCX():rw:SUPP REG1=OrDX():rw:SUPP REG2=OrAX():w:SUPP BASE0=ArDI():rw:SUPP SEG0=FINAL_ESEG():r:SUPP		MEM OrCX OrDX OrAX ArDI FINAL		legacy	0x0F 0xA7 MOD[0b11] REG[0b000] RM[0b000] REP=3	REP FIXED_BASE0 BYTEOP	False	shared-or-unspecified
REP_XCRYPTECB	REP_XCRYPTECB	REP_XCRYPTECB	VIA_PADLOCK	VIA_PADLOCK_AES	VIA_PADLOCK_AES	3	16 32 64	8	16 32 64	MEM0:w:SUPP:b REG0=OrCX():rw:SUPP REG1=OrDX():r:SUPP REG2=OrBX():r:SUPP BASE0=ArDI():rw:SUPP SEG0=FINAL_ESEG():r:SUPP MEM1:cr:SUPP:b BASE1=ArSI():rcw:SUPP SEG1=FINAL_DSEG1():r:SUPP		MEM OrCX OrDX OrBX ArDI FINAL MEM ArSI		legacy	0x0F 0xA7 MOD[0b11] REG[0b001] RM[0b000] REP=3	REP FIXED_BASE0 BYTEOP	False	shared-or-unspecified
REP_XCRYPTCBC	REP_XCRYPTCBC	REP_XCRYPTCBC	VIA_PADLOCK	VIA_PADLOCK_AES	VIA_PADLOCK_AES	3	16 32 64	8	16 32 64	MEM0:w:SUPP:b REG0=OrCX():rw:SUPP REG1=OrDX():r:SUPP REG2=OrBX():r:SUPP REG3=ArAX():r:SUPP BASE0=ArDI():rw:SUPP SEG0=FINAL_ESEG():r:SUPP MEM1:cr:SUPP:b BASE1=ArSI():rcw:SUPP SEG1=FINAL_DSEG1():r:SUPP		MEM OrCX OrDX OrBX ArAX ArDI FINAL MEM ArSI		legacy	0x0F 0xA7 MOD[0b11] REG[0b010] RM[0b000] REP=3	REP FIXED_BASE0 BYTEOP	False	shared-or-unspecified
REP_XCRYPTCTR	REP_XCRYPTCTR	REP_XCRYPTCTR	VIA_PADLOCK	VIA_PADLOCK_AES	VIA_PADLOCK_AES	3	16 32 64	8	16 32 64	MEM0:w:SUPP:b REG0=OrCX():rw:SUPP REG1=OrDX():r:SUPP REG2=OrBX():r:SUPP REG3=ArAX():r:SUPP BASE0=ArDI():rw:SUPP SEG0=FINAL_ESEG():r:SUPP MEM1:cr:SUPP:b BASE1=ArSI():rcw:SUPP SEG1=FINAL_DSEG1():r:SUPP		MEM OrCX OrDX OrBX ArAX ArDI FINAL MEM ArSI		legacy	0x0F 0xA7 MOD[0b11] REG[0b011] RM[0b000] REP=3	REP FIXED_BASE0 BYTEOP	False	shared-or-unspecified
REP_XCRYPTCFB	REP_XCRYPTCFB	REP_XCRYPTCFB	VIA_PADLOCK	VIA_PADLOCK_AES	VIA_PADLOCK_AES	3	16 32 64	8	16 32 64	MEM0:w:SUPP:b REG0=OrCX():rw:SUPP REG1=OrDX():r:SUPP REG2=OrBX():r:SUPP REG3=ArAX():r:SUPP BASE0=ArDI():rw:SUPP SEG0=FINAL_ESEG():r:SUPP MEM1:cr:SUPP:b BASE1=ArSI():rcw:SUPP SEG1=FINAL_DSEG1():r:SUPP		MEM OrCX OrDX OrBX ArAX ArDI FINAL MEM ArSI		legacy	0x0F 0xA7 MOD[0b11] REG[0b100] RM[0b000] REP=3	REP FIXED_BASE0 BYTEOP	False	shared-or-unspecified
REP_XCRYPTOFB	REP_XCRYPTOFB	REP_XCRYPTOFB	VIA_PADLOCK	VIA_PADLOCK_AES	VIA_PADLOCK_AES	3	16 32 64	8	16 32 64	MEM0:w:SUPP:b REG0=OrCX():rw:SUPP REG1=OrDX():r:SUPP REG2=OrBX():r:SUPP REG3=ArAX():r:SUPP BASE0=ArDI():rw:SUPP SEG0=FINAL_ESEG():r:SUPP MEM1:cr:SUPP:b BASE1=ArSI():rcw:SUPP SEG1=FINAL_DSEG1():r:SUPP		MEM OrCX OrDX OrBX ArAX ArDI FINAL MEM ArSI		legacy	0x0F 0xA7 MOD[0b11] REG[0b101] RM[0b000] REP=3	REP FIXED_BASE0 BYTEOP	False	shared-or-unspecified
REP_XSHA1	REP_XSHA1	REP_XSHA1	VIA_PADLOCK	VIA_PADLOCK_SHA	VIA_PADLOCK_SHA	3	16 32 64	8	16 32 64	REG0=ArAX():rcw:SUPP REG1=OrCX():rcw:SUPP MEM0:w:SUPP:b BASE0=ArSI():rw:SUPP SEG0=FINAL_ESEG():r:SUPP MEM1:r:SUPP:b BASE1=ArDI():r:SUPP SEG1=FINAL_ESEG1():r:SUPP		ArAX OrCX MEM ArSI FINAL MEM ArDI FINAL		legacy	0x0F 0xA6 MOD[0b11] REG[0b001] RM[0b000] REP=3	REP FIXED_BASE0 BYTEOP	False	shared-or-unspecified
